ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,PH_RASTA,PEDREG_PERFIL_ROCAS,CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm_RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,PROFUND_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL_SUELO_RASTA,prof_efectiva,d_interno,drenaje_externo,Porc_A,Porc_Ar,Porc_ArA,Porc_ArL,Porc_FrL,Porc_L,Porc_F,porc_x,porc_y,Porc_AF,Porc_BLANDO,Porc_DURO,Porc_EXT_DURO,Porc_FRIABLE,Porc_FIRME,Porc_EXT_FIRME,Porc_PLASTICO,Porc_MUY_PLASTICO,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Temp_Max_34_Freq_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Temp_Max_34_Freq_For,Rain_Accu_For,Rain_10_Freq_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Temp_Max_34_Freq_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Rhum_Avg_Mad,RDT_AJUSTADO
2484,Mecanizado,NO,PAC 105,Algodon,NO,Manual,SI,5,45,88,60000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,138.0,0,0.0,0.0,0,0.0,60.0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2,5.0,SIN ROCAS,SI,20,6.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,20,POCO AFECTADAS,SI,NO,NO,SI,REGULAR,20,BUENO,NINGUNO,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.19,24.32,28.75,8.87,14849.71,0.35,198.3,0.15,80.67,34.42,24.57,29.5,9.85,22754.6,0.55,260.1,0.14,79.21,33.39,24.56,28.97,8.83,15494.51,0.39,132.4,0.15,82.34,3813.95
3946,Mecanizado,SI,P3966 (Pioneer),Algodon,NO,Manual,NO,3,47,86,65000,6,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1.0,SI,12,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,14,PLANTAS NORMALES,NO,NO,SI,SI,REGULAR,14,LENTO A MUY LENTO,NINGUNO,0,0.0,0.0,0.0,16.67,0.0,83.33,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76,23.64,28.2,9.12,16424.63,0.22,330.8,0.22,84.16,32.56,23.17,27.86,9.38,23957.29,0.16,174.9,0.12,83.15,31.7,23.4,27.55,8.3,15239.45,0.0,138.4,0.08,83.17,6310.47
2102,Mecanizado,NO,PAC 105,Algodon,SI,Manual,NO,8,55,60,75000,11,0,0,1,0,1,0,0,0,0,0,0,2,0,0.0,0.0,161.0,0,0.0,0.0,0,0.0,30.0,0,0,0,5,1.2,PLANO O LLANO,PLANO,2,6.0,SIN ROCAS,NO,-1,-1.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,22,MUY AFECTADAS,SI,NO,SI,SI,MUY BUENO,60,BUENO,NINGUNO,0,0.0,0.0,0.0,28.33,0.0,0.0,71.67,0.0,0.0,0.0,0.0,0.0,71.67,0.0,0.0,28.33,0.0,33.83,24.73,29.28,9.1,15505.82,0.42,118.3,0.08,79.27,33.99,24.42,29.2,9.57,22471.86,0.48,306.2,0.19,80.25,33.35,24.48,28.91,8.87,9714.52,0.35,54.8,0.08,82.31,2755.81
1938,Mecanizado,NO,DK 234,Algodon,NO,Manual,NO,4,49,74,55000,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2,5.0,SIN ROCAS,NO,-1,-1.0,SI,17,NO,GRANULAR,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,SI,SI,32,POCO AFECTADAS,NO,NO,SI,SI,BUENO,32,LENTO A MUY LENTO,NINGUNO,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,34.31,23.87,29.09,10.45,15670.01,0.5,160.3,0.15,80.43,32.96,23.76,28.36,9.19,22911.46,0.24,389.2,0.21,86.41,32.51,24.21,28.36,8.3,11692.15,0.03,170.7,0.2,86.14,2883.72
1830,Mecanizado,NO,DK 234,Algodon,NO,Manual,NO,3,42,82,55000,10,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,60.0,0,0,0,4,1.1,PLANO O LLANO,PLANO,3,7.0,SIN ROCAS,NO,-1,-1.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,25,POCO AFECTADAS,SI,NO,SI,SI,MUY BUENO,60,BUENO,NINGUNO,0,0.0,0.0,0.0,46.67,0.0,0.0,53.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,34.68,25.07,29.88,9.62,15731.78,0.6,61.7,0.05,77.57,33.48,24.18,28.83,9.31,22218.06,0.36,318.0,0.21,81.42,33.41,24.64,29.02,8.77,11344.25,0.43,55.8,0.03,82.33,3530.23
2283,Mecanizado,SI,PAC 105,Algodon,SI,Mecanizada,NO,5,46,90,60000,4,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2,6.0,SIN ROCAS,NO,-1,-1.0,SI,33,NO,GRANULAR,NO,SI,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,21,POCO AFECTADAS,NO,NO,SI,NO,ESPACIADO,33,LENTO A MUY LENTO,NINGUNO,0,53.33,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.22,24.82,29.52,9.4,15633.48,0.5,160.3,0.15,78.29,33.78,24.32,29.05,9.46,22941.95,0.43,389.2,0.21,80.77,33.39,24.52,28.95,8.87,17199.77,0.41,270.9,0.23,82.25,2002.33
2263,Manual,NO,DK 234,Maiz,SI,Manual,SI,4,77,49,66000,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,153.0,0,0.0,15.0,0,0.0,60.0,0,0,0,4,1.0,PLANO O LLANO,PLANO,2,5.0,SIN ROCAS,SI,28,8.0,NO,-1,NO,ATERRONADA,NO,NO,MUY MARCADAS,LA MANIANA Y LA TARDE,NO HAY,POCO MARCADAS,NO,SI,24,POCO AFECTADAS,NO,NO,NO,NO,ESPACIADO,28,BUENO,NINGUNO,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.91,24.75,29.33,9.17,15178.36,0.57,189.1,0.15,79.7,34.27,24.68,29.48,9.59,22439.93,0.5,259.6,0.14,79.01,33.89,24.42,29.16,9.47,12873.18,0.45,103.0,0.15,80.59,3446.51
1920,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Mecanizada,NO,8,46,83,75000,11,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,3.0,92.0,0,6.0,0.0,0,4.5,0.0,0,0,2,2,3.1,PLANO O LLANO,PLANO,2,6.0,SIN ROCAS,NO,-1,-1.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,44,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO,50,BUENO,LENTO,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.89,24.79,29.34,9.1,15447.88,0.45,118.3,0.08,79.07,33.92,24.34,29.13,9.57,22537.01,0.47,306.6,0.19,80.34,33.45,24.57,29.01,8.88,15178.99,0.42,85.7,0.08,82.08,6865.12
2841,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,6,51,78,60000,16,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,103.5,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2,6.0,SIN ROCAS,NO,-1,-1.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,25,MUY AFECTADAS,SI,NO,SI,SI,BUENO,60,BUENO,NINGUNO,0,0.0,0.0,70.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.25,24.46,28.85,8.79,14927.13,0.38,176.9,0.1,82.28,32.82,24.37,28.59,8.46,21365.12,0.26,241.9,0.12,82.38,34.77,23.84,29.31,10.94,16798.37,0.82,2.2,0.0,73.97,3579.07
1820,Mecanizado,NO,Otro,Frijol,SI,Manual,NO,3,46,88,70000,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0,0.0,70.0,0,0.0,14.0,0,0.0,63.0,0,0,0,2,1.8,PLANO O LLANO,PLANO,2,5.5,SIN ROCAS,NO,-1,-1.0,SI,13,SI,ATERRONADA,NO,NO,NO HAY,LA MANIANA,NO HAY,NO HAY,NO,SI,30,POCO AFECTADAS,SI,NO,SI,SI,MUY BUENO,30,LENTO A MUY LENTO,NINGUNO,0,0.0,0.0,0.0,26.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,74.0,0.0,34.51,24.98,29.74,9.53,15623.6,0.55,98.2,0.05,77.74,33.62,24.27,28.95,9.35,22322.2,0.4,322.7,0.21,81.13,33.33,24.48,28.91,8.85,14973.75,0.42,172.2,0.1,82.33,3720.93
2171,Manual,NO,Otro,Algodon,SI,Manual,NO,5,53,61,70588,10,2,0,0,0,0,0,1,0,1,0,0,5,1,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,1.5,ONDULADO,PLANO,2,5.0,SIN ROCAS,NO,-1,-1.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,39,POCO AFECTADAS,SI,NO,SI,SI,BUENO,50,BUENO,NINGUNO,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,33.56,24.56,29.06,9.0,15314.59,0.38,145.1,0.1,79.89,34.19,24.47,29.33,9.72,22685.08,0.52,282.9,0.17,79.87,33.25,24.48,28.87,8.77,8207.16,0.27,66.9,0.14,82.09,3174.42
4211,Mecanizado,NO,Otro,Algodon,NO,Mecanizada,NO,7,49,77,65000,17,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2,6.0,SIN ROCAS,NO,-1,-1.0,NO,-1,NO,ATERRONADA,NO,NO,NO HAY,LA MANIANA Y LA TARDE,NO HAY,NO HAY,NO,SI,21,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,70,BUENO,NINGUNO,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,33.16,24.54,28.85,8.63,15197.96,0.42,412.1,0.25,80.33,33.19,23.88,28.53,9.3,22550.01,0.26,216.1,0.14,79.04,32.83,22.9,27.87,9.94,14946.08,0.11,189.6,0.19,79.05,6593.02
2980,Manual,NO,ADV 9339 (Syngenta),Maiz,NO,Manual,NO,4,46,84,60000,10,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2,6.0,SIN ROCAS,NO,-1,-1.0,SI,32,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANIANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,23,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,32,LENTO A MUY LENTO,NINGUNO,0,51.67,0.0,0.0,0.0,0.0,0.0,48.33,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.96,24.83,28.39,7.13,14508.87,0.02,161.0,0.15,88.83,33.23,25.19,29.21,8.04,21912.39,0.19,63.8,0.05,84.49,32.44,24.94,28.69,7.5,13962.51,0.08,115.1,0.05,82.3,3051.16
